# Experiment A — audit trail
# script: defense_figures/experiment_a_autonomous_vs_driven/make_experiment_a_figures.py
# pickle: chapter6Experiments/results/ch6_exp1_full.pkl
# reservoir_class: chapter6Experiments/run_chapter6_exp1_esp.py:Reservoir (sparse Gaussian, no SR rescaling)
# reservoir_seed: 42
# n_res: 256
# beta: 0.05
# threshold: 0.5
# density: 0.10
# sigma_w_rec: 0.05
# sigma_w_in: 0.30
# rho_W_rec: 0.2647549015
# T_renorm: 50
# delta_0: 1e-08
# n_measurements: 3165
# columns: trial,subject,class,channel,lambda1
trial,subject,class,channel,lambda1
502,222,1,8,-0.0621985224
502,222,1,16,-0.0617329432
502,222,1,24,-0.0624202007
502,222,1,33,-0.0615469865
503,222,2,0,-0.0616279423
503,222,2,8,-0.0619049216
503,222,2,16,-0.0614137044
503,222,2,24,-0.0616733171
503,222,2,33,-0.0617613755
504,224,0,0,-0.0625418373
504,224,0,8,-0.0616282155
504,224,0,16,-0.0615329693
504,224,0,24,-0.0617535453
504,224,0,33,-0.0616576515
505,224,1,0,-0.0617684934
505,224,1,8,-0.0623474915
505,224,1,16,-0.0622577185
505,224,1,24,-0.0616898612
505,224,1,33,-0.0618959099
506,224,2,0,-0.0617685636
506,224,2,8,-0.0614860472
506,224,2,16,-0.0616079796
506,224,2,24,-0.0616278938
506,224,2,33,-0.0617398709
507,225,0,0,-0.0623094473
507,225,0,8,-0.0627678092
507,225,0,16,-0.0618226094
507,225,0,24,-0.0620755623
507,225,0,33,-0.0616851343
508,225,1,0,-0.0619798640
508,225,1,8,-0.0620387268
508,225,1,16,-0.0618226527
508,225,1,24,-0.0618700828
508,225,1,33,-0.0618226349
509,225,2,0,-0.0615329626
509,225,2,8,-0.0622007564
509,225,2,16,-0.0619121969
509,225,2,24,-0.0622368937
509,225,2,33,-0.0617614126
510,226,0,0,-0.0616812125
510,226,0,8,-0.0623093150
510,226,0,16,-0.0623894901
510,226,0,24,-0.0616732955
510,226,0,33,-0.0624202183
511,226,1,0,-0.0618400212
511,226,1,8,-0.0626688460
511,226,1,16,-0.0618154101
511,226,1,24,-0.0622739076
511,226,1,33,-0.0618225821
512,226,2,0,-0.0619046484
512,226,2,8,-0.0618556325
512,226,2,16,-0.0618226409
512,226,2,24,-0.0620626634
512,226,2,33,-0.0617685201
513,227,0,0,-0.0617329591
513,227,0,8,-0.0616578634
513,227,0,16,-0.0624647552
513,227,0,24,-0.0617329585
513,227,0,33,-0.0622368875
514,227,1,0,-0.0621388079
514,227,1,8,-0.0625419090
514,227,1,16,-0.0621666179
514,227,1,24,-0.0625424597
514,227,1,33,-0.0630441102
515,227,2,0,-0.0619046526
515,227,2,8,-0.0618156814
515,227,2,16,-0.0618485702
515,227,2,24,-0.0616814371
515,227,2,33,-0.0623365701
516,228,0,0,-0.0619759959
516,228,0,8,-0.0620766974
516,228,0,16,-0.0621998918
516,228,0,24,-0.0619796515
516,228,0,33,-0.0622764732
517,228,1,0,-0.0621442676
517,228,1,8,-0.0623187981
517,228,1,16,-0.0617614147
517,228,1,24,-0.0619038453
517,228,1,33,-0.0618482491
518,228,2,0,-0.0623474298
518,228,2,8,-0.0623186956
518,228,2,16,-0.0618556056
518,228,2,24,-0.0614860198
518,228,2,33,-0.0617614035
519,231,0,0,-0.0622369226
519,231,0,8,-0.0630596421
519,231,0,16,-0.0619122524
519,231,0,24,-0.0622577258
519,231,0,33,-0.0618416318
520,231,1,0,-0.0629087833
520,231,1,8,-0.0624201310
520,231,1,16,-0.0617684232
520,231,1,24,-0.0622369076
520,231,1,33,-0.0621516822
521,231,2,0,-0.0621550233
521,231,2,8,-0.0616345457
521,231,2,16,-0.0615308346
521,231,2,24,-0.0621171074
521,231,2,33,-0.0616578828
522,232,0,0,-0.0624647807
522,232,0,8,-0.0619046263
522,232,0,16,-0.0619121935
522,232,0,24,-0.0619046230
522,232,0,33,-0.0618226490
523,232,1,0,-0.0627348987
523,232,1,8,-0.0625420037
523,232,1,16,-0.0620431177
523,232,1,24,-0.0623512169
523,232,1,33,-0.0620430979
524,232,2,0,-0.0621053002
524,232,2,8,-0.0625298509
524,232,2,16,-0.0616850996
524,232,2,24,-0.0620545375
524,232,2,33,-0.0622764894
525,234,0,0,-0.0617614298
525,234,0,8,-0.0616281551
525,234,0,16,-0.0619122240
525,234,0,24,-0.0617687931
525,234,0,33,-0.0622506516
526,234,1,0,-0.0624008149
526,234,1,8,-0.0623474957
526,234,1,16,-0.0624861801
526,234,1,24,-0.0625419073
526,234,1,33,-0.0626688493
527,234,2,0,-0.0628115251
527,234,2,8,-0.0616279381
527,234,2,16,-0.0621170999
527,234,2,24,-0.0618154330
527,234,2,33,-0.0622597346
528,236,0,0,-0.0616281680
528,236,0,8,-0.0617617031
528,236,0,16,-0.0619121534
528,236,0,24,-0.0618556612
528,236,0,33,-0.0618225969
529,236,1,0,-0.0622406422
529,236,1,8,-0.0624206973
529,236,1,16,-0.0616202732
529,236,1,24,-0.0623094388
529,236,1,33,-0.0616279490
530,236,2,0,-0.0616851037
530,236,2,8,-0.0617617152
530,236,2,16,-0.0618225801
530,236,2,24,-0.0618556474
530,236,2,33,-0.0618556226
531,253,0,0,-0.0630732248
531,253,0,8,-0.0624760592
531,253,0,16,-0.0622255310
531,253,0,24,-0.0616814042
531,253,0,33,-0.0621897187
532,253,1,0,-0.0616102148
532,253,1,8,-0.0618482473
532,253,1,16,-0.0623354796
532,253,1,24,-0.0618482080
532,253,1,33,-0.0622978758
533,253,2,0,-0.0617399219
533,253,2,8,-0.0622673082
533,253,2,16,-0.0617684427
533,253,2,24,-0.0621705105
533,253,2,33,-0.0616508663
534,255,0,0,-0.0618556375
534,255,0,8,-0.0626202830
534,255,0,16,-0.0622087232
534,255,0,24,-0.0622576942
534,255,0,33,-0.0623474505
535,255,1,0,-0.0622667984
535,255,1,8,-0.0617616363
535,255,1,16,-0.0623750666
535,255,1,24,-0.0625419854
535,255,1,33,-0.0621705345
536,255,2,0,-0.0619046368
536,255,2,8,-0.0618482292
536,255,2,16,-0.0624007686
536,255,2,24,-0.0622577041
536,255,2,33,-0.0621705498
537,257,0,0,-0.0632293433
537,257,0,8,-0.0621171230
537,257,0,16,-0.0622087420
537,257,0,24,-0.0620357439
537,257,0,33,-0.0622673090
538,257,1,0,-0.0621358872
538,257,1,8,-0.0624299553
538,257,1,16,-0.0616851271
538,257,1,24,-0.0619290214
538,257,1,33,-0.0619046981
539,257,2,0,-0.0625419566
539,257,2,8,-0.0618397125
539,257,2,16,-0.0619122294
539,257,2,24,-0.0623094118
539,257,2,33,-0.0619121643
540,258,0,0,-0.0618556339
540,258,0,8,-0.0618153568
540,258,0,16,-0.0621594904
540,258,0,24,-0.0616282309
540,258,0,33,-0.0622087408
541,258,1,0,-0.0622255352
541,258,1,8,-0.0617613747
541,258,1,16,-0.0618695100
541,258,1,24,-0.0620386930
541,258,1,33,-0.0616037508
542,258,2,0,-0.0623179354
542,258,2,8,-0.0621999498
542,258,2,16,-0.0623174050
542,258,2,24,-0.0625418514
542,258,2,33,-0.0621517154
543,259,0,0,-0.0623569356
543,259,0,8,-0.0618695307
543,259,0,16,-0.0620767160
543,259,0,24,-0.0618482756
543,259,0,33,-0.0623365875
544,259,1,0,-0.0624648416
544,259,1,8,-0.0618482777
544,259,1,16,-0.0617684750
544,259,1,24,-0.0625419201
544,259,1,33,-0.0616811495
545,259,2,0,-0.0616345068
545,259,2,8,-0.0625720687
545,259,2,16,-0.0622089519
545,259,2,24,-0.0626856941
545,259,2,33,-0.0624201367
546,260,0,0,-0.0618156672
546,260,0,8,-0.0620724270
546,260,0,16,-0.0617508448
546,260,0,24,-0.0616786041
546,260,0,33,-0.0620357211
547,260,1,0,-0.0616037241
547,260,1,8,-0.0619875147
547,260,1,16,-0.0616102654
547,260,1,24,-0.0624303747
547,260,1,33,-0.0619864588
548,260,2,0,-0.0617399338
548,260,2,8,-0.0615467935
548,260,2,16,-0.0620387119
548,260,2,24,-0.0616102113
548,260,2,33,-0.0618939932
549,261,0,0,-0.0619210390
549,261,0,8,-0.0617771921
549,261,0,16,-0.0621998814
549,261,0,24,-0.0622373146
549,261,0,33,-0.0623071958
550,261,1,0,-0.0623365473
550,261,1,8,-0.0618482794
550,261,1,16,-0.0623798677
550,261,1,24,-0.0621708995
550,261,1,33,-0.0618483174
551,261,2,0,-0.0618473359
551,261,2,8,-0.0619874886
551,261,2,16,-0.0624619942
551,261,2,24,-0.0622006346
551,261,2,33,-0.0621999351
552,262,0,0,-0.0616373373
552,262,0,8,-0.0617332137
552,262,0,16,-0.0618153814
552,262,0,24,-0.0616786031
552,262,0,33,-0.0620548334
553,262,1,0,-0.0616811586
553,262,1,8,-0.0616508002
553,262,1,16,-0.0620350626
553,262,1,24,-0.0623997855
553,262,1,33,-0.0618388845
554,262,2,0,-0.0616105273
554,262,2,8,-0.0616102461
554,262,2,16,-0.0630597407
554,262,2,24,-0.0614799331
554,262,2,33,-0.0623301775
555,263,0,0,-0.0618482482
555,263,0,8,-0.0618225830
555,263,0,16,-0.0617684906
555,263,0,24,-0.0622764359
555,263,0,33,-0.0616344874
556,263,1,0,-0.0618482966
556,263,1,8,-0.0624201767
556,263,1,16,-0.0616279450
556,263,1,24,-0.0624202001
556,263,1,33,-0.0624894693
557,263,2,0,-0.0618859372
557,263,2,8,-0.0624753530
557,263,2,16,-0.0617684806
557,263,2,24,-0.0630597037
557,263,2,33,-0.0617288807
558,265,0,0,-0.0623095093
558,265,0,8,-0.0630314048
558,265,0,16,-0.0618225631
558,265,0,24,-0.0624648056
558,265,0,33,-0.0619046345
559,265,1,0,-0.0621388960
559,265,1,8,-0.0622810426
559,265,1,16,-0.0616784062
559,265,1,24,-0.0617553545
559,265,1,33,-0.0619122010
560,265,2,0,-0.0632293095
560,265,2,8,-0.0618397540
560,265,2,16,-0.0619046404
560,265,2,24,-0.0621391654
560,265,2,33,-0.0619046149
561,270,0,0,-0.0625227804
561,270,0,8,-0.0618225972
561,270,0,16,-0.0615267049
561,270,0,24,-0.0618556213
561,270,0,33,-0.0615329514
562,270,1,0,-0.0622369143
562,270,1,8,-0.0627084429
562,270,1,16,-0.0619121441
562,270,1,24,-0.0625720830
562,270,1,33,-0.0618226030
563,270,2,0,-0.0619046291
563,270,2,8,-0.0616511401
563,270,2,16,-0.0615329582
563,270,2,24,-0.0618486284
563,270,2,33,-0.0615329753
564,275,0,0,-0.0625419097
564,275,0,8,-0.0615328967
564,275,0,16,-0.0620970518
564,275,0,24,-0.0616811923
564,275,0,33,-0.0618225947
565,275,1,0,-0.0623097399
565,275,1,8,-0.0619796558
565,275,1,16,-0.0618226639
565,275,1,24,-0.0625419731
565,275,1,33,-0.0615306675
566,275,2,0,-0.0618482641
566,275,2,8,-0.0616575304
566,275,2,16,-0.0615306073
566,275,2,24,-0.0617116163
566,275,2,33,-0.0616575687
567,282,0,0,-0.0618482757
567,282,0,8,-0.0622673622
567,282,0,16,-0.0616851275
567,282,0,24,-0.0615554041
567,282,0,33,-0.0618482849
568,282,1,0,-0.0621388429
568,282,1,8,-0.0628393206
568,282,1,16,-0.0616345562
568,282,1,24,-0.0620650575
568,282,1,33,-0.0622087553
569,282,2,0,-0.0616814230
569,282,2,8,-0.0618485640
569,282,2,16,-0.0616851411
569,282,2,24,-0.0615553841
569,282,2,33,-0.0617614570
570,283,0,0,-0.0616508796
570,283,0,8,-0.0623783065
570,283,0,16,-0.0623087145
570,283,0,24,-0.0620099238
570,283,0,33,-0.0623179042
571,283,1,0,-0.0617329018
571,283,1,8,-0.0623475344
571,283,1,16,-0.0618482524
571,283,1,24,-0.0619122602
571,283,1,33,-0.0632293102
572,283,2,0,-0.0617332763
572,283,2,8,-0.0619046178
572,283,2,16,-0.0619122106
572,283,2,24,-0.0617533035
572,283,2,33,-0.0619046455
573,284,0,0,-0.0623094205
573,284,0,8,-0.0623187095
573,284,0,16,-0.0616876809
573,284,0,24,-0.0621388276
573,284,0,33,-0.0618482629
574,284,1,0,-0.0622370007
574,284,1,8,-0.0620356964
574,284,1,16,-0.0615329748
574,284,1,24,-0.0625523813
574,284,1,33,-0.0618153710
575,284,2,0,-0.0624201128
575,284,2,8,-0.0617687982
575,284,2,16,-0.0618556003
575,284,2,24,-0.0617614064
575,284,2,33,-0.0622577061
576,286,0,0,-0.0616279270
576,286,0,8,-0.0617617004
576,286,0,16,-0.0616076958
576,286,0,24,-0.0617617035
576,286,0,33,-0.0619122468
577,286,1,0,-0.0616814273
577,286,1,8,-0.0621171106
577,286,1,16,-0.0614860962
577,286,1,24,-0.0616811563
577,286,1,33,-0.0614863151
578,286,2,0,-0.0619214107
578,286,2,8,-0.0623754191
578,286,2,16,-0.0625419366
578,286,2,24,-0.0622007362
578,286,2,33,-0.0624201292
579,289,0,0,-0.0618769209
579,289,0,8,-0.0616508720
579,289,0,16,-0.0615306061
579,289,0,24,-0.0616811352
579,289,0,33,-0.0616575850
580,289,1,0,-0.0621391106
580,289,1,8,-0.0632293432
580,289,1,16,-0.0621053939
580,289,1,24,-0.0624201030
580,289,1,33,-0.0619122203
581,289,2,0,-0.0619046432
581,289,2,8,-0.0618486383
581,289,2,16,-0.0618226355
581,289,2,24,-0.0624299900
581,289,2,33,-0.0616344778
582,290,0,0,-0.0623094238
582,290,0,8,-0.0621387984
582,290,0,16,-0.0622673447
582,290,0,24,-0.0623093211
582,290,0,33,-0.0623894789
583,290,1,0,-0.0623094464
583,290,1,8,-0.0622010517
583,290,1,16,-0.0621495523
583,290,1,24,-0.0622006548
583,290,1,33,-0.0623448873
584,290,2,0,-0.0621170882
584,290,2,8,-0.0622006673
584,290,2,16,-0.0622369179
584,290,2,24,-0.0623093637
584,290,2,33,-0.0619122376
585,291,0,0,-0.0618482971
585,291,0,8,-0.0618482522
585,291,0,16,-0.0618226350
585,291,0,24,-0.0619863986
585,291,0,33,-0.0617614463
586,291,1,0,-0.0623475332
586,291,1,8,-0.0624202193
586,291,1,16,-0.0617613824
586,291,1,24,-0.0616786539
586,291,1,33,-0.0621898113
587,291,2,0,-0.0616814226
587,291,2,8,-0.0617617030
587,291,2,16,-0.0618226791
587,291,2,24,-0.0620391132
587,291,2,33,-0.0619122240
588,292,0,0,-0.0624300102
588,292,0,8,-0.0616348132
588,292,0,16,-0.0617399718
588,292,0,24,-0.0618555964
588,292,0,33,-0.0624201447
589,292,1,0,-0.0617684590
589,292,1,8,-0.0624200820
589,292,1,16,-0.0623474718
589,292,1,24,-0.0622368689
589,292,1,33,-0.0620153176
590,292,2,0,-0.0625524050
590,292,2,8,-0.0616345043
590,292,2,16,-0.0617613690
590,292,2,24,-0.0628514571
590,292,2,33,-0.0624201903
591,293,0,0,-0.0618226256
591,293,0,8,-0.0623894869
591,293,0,16,-0.0622763882
591,293,0,24,-0.0616282075
591,293,0,33,-0.0622764944
592,293,1,0,-0.0614839650
592,293,1,8,-0.0622368646
592,293,1,16,-0.0618226087
592,293,1,24,-0.0618482773
592,293,1,33,-0.0617684912
593,293,2,0,-0.0616306539
593,293,2,8,-0.0617614363
593,293,2,16,-0.0616851122
593,293,2,24,-0.0616282254
593,293,2,33,-0.0618226239
594,294,0,0,-0.0632293109
594,294,0,8,-0.0618482563
594,294,0,16,-0.0618153953
594,294,0,24,-0.0623094304
594,294,0,33,-0.0619122182
595,294,1,0,-0.0623086659
595,294,1,8,-0.0624206427
595,294,1,16,-0.0622368804
595,294,1,24,-0.0621388685
595,294,1,33,-0.0623798520
596,294,2,0,-0.0628393270
596,294,2,8,-0.0616014236
596,294,2,16,-0.0616850866
596,294,2,24,-0.0617613919
596,294,2,33,-0.0621999465
597,295,0,0,-0.0618485687
597,295,0,8,-0.0623263523
597,295,0,16,-0.0623895000
597,295,0,24,-0.0616811777
597,295,0,33,-0.0618226632
598,295,1,0,-0.0620545739
598,295,1,8,-0.0632719701
598,295,1,16,-0.0617616986
598,295,1,24,-0.0622006801
598,295,1,33,-0.0618156712
599,295,2,0,-0.0617331780
599,295,2,8,-0.0623086091
599,295,2,16,-0.0617685046
599,295,2,24,-0.0624569476
599,295,2,33,-0.0618225556
600,298,0,0,-0.0616811555
600,298,0,8,-0.0616037185
600,298,0,16,-0.0618226473
600,298,0,24,-0.0617617460
600,298,0,33,-0.0617096920
601,298,1,0,-0.0620153446
601,298,1,8,-0.0620545372
601,298,1,16,-0.0617398777
601,298,1,24,-0.0622887071
601,298,1,33,-0.0619121819
602,298,2,0,-0.0616811553
602,298,2,8,-0.0618485407
602,298,2,16,-0.0620431114
602,298,2,24,-0.0616811611
602,298,2,33,-0.0622764984
603,301,0,0,-0.0620724890
603,301,0,8,-0.0624201828
603,301,0,16,-0.0616279301
603,301,0,24,-0.0622369176
603,301,0,33,-0.0621495085
604,301,1,0,-0.0622007233
604,301,1,8,-0.0624201809
604,301,1,16,-0.0617614066
604,301,1,24,-0.0622492387
604,301,1,33,-0.0621999103
605,301,2,0,-0.0629603723
605,301,2,8,-0.0622577225
605,301,2,16,-0.0623448643
605,301,2,24,-0.0623094513
605,301,2,33,-0.0616202667
606,303,0,0,-0.0624206418
606,303,0,8,-0.0623271066
606,303,0,16,-0.0619122218
606,303,0,24,-0.0625979192
606,303,0,33,-0.0619121979
607,303,1,0,-0.0616281320
607,303,1,8,-0.0622693543
607,303,1,16,-0.0623799194
607,303,1,24,-0.0622369546
607,303,1,33,-0.0617399464
608,303,2,0,-0.0622006002
608,303,2,8,-0.0615329606
608,303,2,16,-0.0616575319
608,303,2,24,-0.0622577239
608,303,2,33,-0.0616103072
609,304,0,0,-0.0616812036
609,304,0,8,-0.0617684432
609,304,0,16,-0.0618226578
609,304,0,24,-0.0616783104
609,304,0,33,-0.0615329896
610,304,1,0,-0.0615330057
610,304,1,8,-0.0625419341
610,304,1,16,-0.0619046395
610,304,1,24,-0.0621905143
610,304,1,33,-0.0619122072
611,304,2,0,-0.0616102401
611,304,2,8,-0.0618482552
611,304,2,16,-0.0618226023
611,304,2,24,-0.0621486350
611,304,2,33,-0.0620153848
612,305,0,0,-0.0617771703
612,305,0,8,-0.0622094326
612,305,0,16,-0.0616576401
612,305,0,24,-0.0615470130
612,305,0,33,-0.0616575933
613,305,1,0,-0.0622007055
613,305,1,8,-0.0625419282
613,305,1,16,-0.0619046193
613,305,1,24,-0.0618091036
613,305,1,33,-0.0618556160
614,305,2,0,-0.0615329896
614,305,2,8,-0.0625419335
614,305,2,16,-0.0616850745
614,305,2,24,-0.0617617053
614,305,2,33,-0.0618225890
615,308,0,0,-0.0618939016
615,308,0,8,-0.0616203258
615,308,0,16,-0.0619121748
615,308,0,24,-0.0617116280
615,308,0,33,-0.0616575381
616,308,1,0,-0.0620472239
616,308,1,8,-0.0621595106
616,308,1,16,-0.0618225884
616,308,1,24,-0.0624201797
616,308,1,33,-0.0618225976
617,308,2,0,-0.0622094538
617,308,2,8,-0.0616811892
617,308,2,16,-0.0616575136
617,308,2,24,-0.0622405936
617,308,2,33,-0.0618226391
618,309,0,0,-0.0617684525
618,309,0,8,-0.0632440928
618,309,0,16,-0.0621999513
618,309,0,24,-0.0623271341
618,309,0,33,-0.0619813880
619,309,1,0,-0.0618397218
619,309,1,8,-0.0622006753
619,309,1,16,-0.0617684698
619,309,1,24,-0.0622094457
619,309,1,33,-0.0620430950
620,309,2,0,-0.0623354879
620,309,2,8,-0.0626007748
620,309,2,16,-0.0618556279
620,309,2,24,-0.0627235242
620,309,2,33,-0.0622978864
621,310,0,0,-0.0622577333
621,310,0,8,-0.0622006991
621,310,0,16,-0.0621461943
621,310,0,24,-0.0620356901
621,310,0,33,-0.0620272224
622,310,1,0,-0.0622006809
622,310,1,8,-0.0622405708
622,310,1,16,-0.0616037751
622,310,1,24,-0.0620387961
622,310,1,33,-0.0614997694
623,310,2,0,-0.0623094354
623,310,2,8,-0.0623093998
623,310,2,16,-0.0618482054
623,310,2,24,-0.0622368650
623,310,2,33,-0.0615614671
624,312,0,0,-0.0615407479
624,312,0,8,-0.0617613775
624,312,0,16,-0.0615308870
624,312,0,24,-0.0623179322
624,312,0,33,-0.0618312612
625,312,1,0,-0.0620390719
625,312,1,8,-0.0622010501
625,312,1,16,-0.0621705880
625,312,1,24,-0.0618939771
625,312,1,33,-0.0622369164
626,312,2,0,-0.0621627140
626,312,2,8,-0.0618228707
626,312,2,16,-0.0616344924
626,312,2,24,-0.0619615709
626,312,2,33,-0.0619264863
627,313,0,0,-0.0628514473
627,313,0,8,-0.0619046398
627,313,0,16,-0.0617398743
627,313,0,24,-0.0620627125
627,313,0,33,-0.0624205853
628,313,1,0,-0.0618153539
628,313,1,8,-0.0625419372
628,313,1,16,-0.0616279149
628,313,1,24,-0.0621388384
628,313,1,33,-0.0617614351
629,313,2,0,-0.0617614172
629,313,2,8,-0.0618556527
629,313,2,16,-0.0615554288
629,313,2,24,-0.0618482696
629,313,2,33,-0.0617401187
630,317,0,0,-0.0623354789
630,317,0,8,-0.0618226880
630,317,0,16,-0.0615306063
630,317,0,24,-0.0617097030
630,317,0,33,-0.0615330226
631,317,1,0,-0.0625528041
631,317,1,8,-0.0623097876
631,317,1,16,-0.0619121883
631,317,1,24,-0.0623517435
631,317,1,33,-0.0619122138
632,317,2,0,-0.0620153856
632,317,2,8,-0.0619122117
632,317,2,16,-0.0615305584
632,317,2,24,-0.0619046516
632,317,2,33,-0.0615330194
